long_name,height_cm,weight_kg,age,overall,potential,sofifa_id,nation_position,nationality_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Matías Vecino Falero,189,81,30,76,76,219985.0,SUB, Uruguay,69,68.0,79.0,79.0,62.0,75,64,58,75,79,63,62,68,75,64,77,75,73,77,73,75,76,75,78.0,56.0,76,75,68,4.0,4.0,4.0,4.0,4.0
Rodrigo Bentancur Colmán,187,78,25,81,85,227535.0,LCM, Uruguay,76,60.0,62.0,85.0,71.0,84,71,68,83,85,66,74,70,78,74,69,73,86,72,68,78,79,70,79.0,64.0,79,81,78,8.0,7.0,14.0,14.0,12.0
Diego Nicolás De La Cruz Arcosa,167,65,25,77,78,240699.0,SUB, Uruguay,73,72.0,69.0,74.0,72.0,76,83,74,75,73,86,82,92,76,84,79,77,86,52,78,84,70,77,76.0,69.0,65,75,70,9.0,6.0,9.0,7.0,9.0
Facundo Pellistri Rebollo,174,65,20,72,84,253283.0,RES, Uruguay,69,70.0,50.0,69.0,56.0,77,61,62,62,75,76,78,84,64,84,68,73,72,60,61,42,31,65,63.0,66.0,35,11,18,9.0,12.0,7.0,8.0,7.0
Luis Alberto Suárez Díaz,182,86,35,85,85,176580.0,LS, Uruguay,75,91.0,84.0,78.0,88.0,77,85,81,73,82,73,68,70,86,77,86,69,71,84,87,87,39,90,80.0,82.0,41,45,38,27.0,25.0,31.0,33.0,37.0
Giorgian Daniel De Arrascaeta Benedetti,177,67,28,84,84,225645.0,LM, Uruguay,83,82.0,56.0,83.0,76.0,86,88,78,80,85,85,80,82,83,83,77,64,71,49,83,46,29,80,87.0,80.0,32,47,50,15.0,14.0,12.0,13.0,10.0
Darwin Gabriel Núñez Ribeiro,185,80,23,81,88,253072.0,SUB, Uruguay,67,83.0,76.0,69.0,76.0,75,73,61,54,77,91,88,78,82,67,85,73,89,88,75,78,41,82,71.0,78.0,36,39,33,14.0,10.0,12.0,10.0,13.0
Carlos Sebastián Sosa Silva,184,79,35,75,75,205409.0,SUB, Uruguay,14,10.0,14.0,34.0,12.0,20,18,16,36,22,57,42,65,75,50,52,65,38,75,18,45,22,15,25.0,22.0,20,15,16,74.0,68.0,69.0,79.0,77.0
Guillermo Varela Olivera,173,70,29,72,72,219914.0,RES, Uruguay,67,35.0,59.0,66.0,42.0,65,65,48,56,70,78,78,77,68,78,57,75,77,66,38,71,65,59,47.0,43.0,70,72,69,13.0,9.0,15.0,15.0,14.0
Lucas Torreira Di Pascua,168,60,26,80,82,223959.0,RCM, Uruguay,71,71.0,59.0,83.0,65.0,78,70,72,80,80,77,75,86,81,90,80,51,90,68,75,85,82,75,77.0,48.0,79,83,75,5.0,5.0,13.0,7.0,9.0
Federico Santiago Valverde Dipetta,182,78,23,85,90,239053.0,RM, Uruguay,66,70.0,59.0,87.0,70.0,81,70,66,86,83,82,91,76,87,68,89,62,89,79,87,81,87,80,82.0,59.0,79,81,77,6.0,10.0,6.0,15.0,8.0
Mathías Olivera Miramontes,184,78,24,78,83,240716.0,SUB, Uruguay,76,49.0,73.0,72.0,38.0,72,67,41,60,78,71,76,66,78,41,56,74,76,74,48,79,77,63,60.0,42.0,74,77,76,14.0,14.0,12.0,13.0,15.0
Matías Viña,180,70,24,76,78,253290.0,LB, Uruguay,77,65.0,60.0,76.0,55.0,74,68,63,67,76,82,81,79,71,77,64,77,81,65,60,55,69,66,64.0,47.0,70,73,71,6.0,10.0,15.0,9.0,11.0
Maximiliano Gómez González,186,84,25,78,81,239207.0,SUB, Uruguay,59,80.0,87.0,73.0,75.0,72,75,57,64,76,63,63,66,78,56,81,83,78,88,73,74,21,82,70.0,72.0,35,20,23,7.0,8.0,13.0,12.0,6.0
Sebastián Coates Nión,196,94,31,81,81,197655.0,SUB, Uruguay,17,55.0,81.0,73.0,48.0,64,39,19,77,68,65,70,37,76,31,50,57,85,93,30,83,81,49,60.0,70.0,84,84,83,16.0,13.0,15.0,16.0,13.0
Facundo Daniel Torres Pérez,175,71,22,74,82,256136.0,SUB, Uruguay,69,71.0,61.0,73.0,67.0,75,71,60,66,73,83,80,83,69,64,72,67,67,54,72,32,35,72,69.0,58.0,37,35,30,8.0,9.0,10.0,6.0,8.0
Edinson Roberto Cavani Gómez,188,77,35,81,81,179813.0,RS, Uruguay,65,85.0,85.0,72.0,86.0,70,76,74,52,76,58,63,63,85,57,86,87,58,75,73,81,54,91,73.0,84.0,45,48,39,12.0,5.0,13.0,13.0,10.0
José Martín Cáceres Silva,178,78,35,77,77,182495.0,SUB, Uruguay,73,37.0,78.0,74.0,65.0,65,68,41,64,71,66,69,71,76,76,69,91,69,73,59,78,78,50,58.0,50.0,77,79,77,2.0,3.0,4.0,2.0,4.0
Sergio Ramón Rochet Álvarez,189,85,29,78,80,223690.0,GK, Uruguay,14,13.0,17.0,27.0,17.0,19,18,15,24,24,49,48,30,68,48,50,62,39,70,17,18,24,20,32.0,24.0,14,12,17,80.0,79.0,66.0,77.0,81.0
Agustín Canobbio Graviz,175,72,23,73,78,253281.0,SUB, Uruguay,66,70.0,45.0,77.0,57.0,75,53,70,61,68,85,81,82,72,70,71,57,88,61,57,52,60,64,66.0,67.0,38,60,43,11.0,10.0,12.0,10.0,8.0
Manuel Ugarte Ribeiro,182,77,21,75,84,253306.0,SUB, Uruguay,58,63.0,39.0,76.0,45.0,76,54,50,75,77,71,72,69,77,60,62,53,82,75,62,76,78,73,75.0,50.0,77,76,75,6.0,10.0,16.0,8.0,13.0
Jonathan Javier Rodríguez Portillo,177,79,27,79,79,,SUB, Al Nassr,68,81.0,71.0,67.0,72.0,81,64,62,65,81,90,86,90,80,72,80,74,84,76,72,68,35,81,68.0,80.0,23,40,45,12.0,14.0,10.0,7.0,10.0
김승규 金承奎,187,84,31,75,75,191655.0,GK, Korea Republic,14,12.0,11.0,45.0,14.0,16,16,12,32,42,36,36,44,69,58,53,68,35,47,20,27,25,16,62.0,12.0,15,18,12,74.0,73.0,70.0,72.0,79.0
윤종규 Jong Gyu Yoon,173,65,24,70,77,237965.0,RES, Korea Republic,64,40.0,53.0,61.0,43.0,67,52,34,54,63,77,81,70,64,75,53,70,85,57,41,63,65,64,62.0,29.0,68,68,63,12.0,11.0,5.0,6.0,15.0
킴진수 金珍洙,177,73,30,74,74,213317.0,LB, Korea Republic,75,43.0,58.0,67.0,43.0,71,66,67,62,65,84,82,82,66,79,56,69,82,68,58,64,72,69,64.0,49.0,66,72,71,14.0,6.0,12.0,9.0,7.0
김민재 金敏在,189,81,25,82,87,237086.0,RCB, Korea Republic,35,28.0,80.0,74.0,42.0,63,36,34,76,68,75,85,64,77,65,66,78,77,88,53,86,80,48,57.0,30.0,84,85,78,13.0,7.0,11.0,14.0,11.0
정우영 郑又荣,188,78,32,70,70,211003.0,CDM, Korea Republic,64,51.0,68.0,75.0,47.0,58,60,65,73,63,58,65,63,64,55,74,58,80,81,73,70,70,57,62.0,56.0,63,68,58,9.0,6.0,13.0,11.0,11.0
황인범 In Beom Hwang,177,70,25,75,78,228010.0,RCM, Korea Republic,65,59.0,56.0,78.0,62.0,75,74,75,77,75,69,71,83,73,84,71,64,86,66,66,61,66,69,79.0,53.0,56,64,46,7.0,12.0,11.0,9.0,8.0
손흥민 孙兴慜,183,78,29,89,89,200104.0,LW, Korea Republic,81,87.0,67.0,83.0,81.0,88,87,77,73,85,88,91,87,91,79,88,60,88,73,90,62,39,91,80.0,71.0,45,37,31,11.0,13.0,13.0,6.0,10.0
백승호 Seung Ho Paik,182,73,25,71,76,237424.0,SUB, Korea Republic,56,59.0,52.0,75.0,42.0,70,56,73,72,74,68,66,77,64,76,73,62,86,72,68,52,68,57,72.0,59.0,59,68,59,5.0,12.0,6.0,15.0,10.0
Gue Sung Cho,188,77,24,74,81,247686.0,SUB, Korea Republic,56,77.0,74.0,64.0,70.0,63,64,53,43,66,77,83,81,74,66,75,78,78,84,72,69,23,74,53.0,71.0,30,19,20,13.0,9.0,10.0,11.0,5.0
이재성 李在成,180,74,29,77,77,221671.0,LCM, Korea Republic,68,59.0,58.0,82.0,65.0,83,70,54,73,80,74,68,85,76,82,68,55,87,57,72,62,57,76,82.0,50.0,53,63,54,14.0,7.0,15.0,6.0,8.0
황희찬 黄喜灿,177,77,26,77,78,226380.0,RW, Korea Republic,68,75.0,64.0,72.0,75.0,83,65,56,64,73,88,82,89,78,76,77,83,75,75,73,59,22,80,68.0,72.0,28,23,24,11.0,7.0,10.0,11.0,15.0
송범근 Bum Keun Song,196,88,24,69,74,238570.0,SUB, Korea Republic,12,17.0,18.0,14.0,16.0,15,11,13,26,19,24,27,31,63,24,49,31,22,40,16,23,11,17,55.0,15.0,23,13,12,68.0,67.0,65.0,67.0,71.0
손준호 孙准浩,178,73,30,74,74,221875.0,SUB, Korea Republic,64,56.0,58.0,76.0,54.0,67,64,66,73,74,68,74,78,67,80,68,68,92,72,70,70,75,65,72.0,64.0,69,67,62,9.0,7.0,9.0,12.0,11.0
홍철 洪喆,177,70,31,74,74,199236.0,SUB, Korea Republic,76,38.0,56.0,68.0,51.0,70,74,73,65,69,84,86,86,68,83,69,82,87,72,62,68,67,72,63.0,56.0,68,68,70,11.0,11.0,13.0,7.0,15.0
Moon Hwan Kim,173,64,26,70,71,244800.0,SUB, Korea Republic,65,54.0,41.0,67.0,40.0,71,63,32,61,68,89,84,85,63,79,57,57,81,54,57,64,66,68,61.0,45.0,67,63,61,8.0,8.0,8.0,7.0,9.0
황의조 Ui Jo Hwang,184,82,29,78,78,212260.0,ST, Korea Republic,63,76.0,73.0,68.0,77.0,74,80,62,57,79,77,82,81,75,73,84,77,80,77,81,62,44,83,64.0,72.0,33,42,36,9.0,15.0,10.0,7.0,6.0
나상호 那尚昊,173,70,25,73,74,238097.0,SUB, Korea Republic,70,72.0,62.0,64.0,53.0,77,55,44,53,66,86,89,85,75,77,68,80,83,68,63,61,32,76,59.0,67.0,31,26,36,15.0,7.0,7.0,15.0,9.0
이강인 Kang In Lee,173,68,21,75,83,243780.0,SUB, Korea Republic,70,70.0,65.0,78.0,75.0,80,77,81,75,75,69,73,83,68,87,76,33,56,59,74,55,29,71,75.0,70.0,26,23,28,11.0,12.0,12.0,8.0,14.0
김영권 金英权,186,74,32,75,75,201528.0,LCB, Korea Republic,50,58.0,77.0,76.0,54.0,62,64,58,74,71,67,76,64,69,52,64,76,73,82,54,72,75,64,59.0,56.0,72,75,72,16.0,13.0,7.0,11.0,13.0
권경원 权敬源,187,81,30,72,72,212778.0,SUB, Korea Republic,55,34.0,69.0,64.0,36.0,57,36,48,71,61,67,62,69,64,55,55,77,74,85,30,71,69,51,64.0,43.0,74,75,72,15.0,13.0,14.0,14.0,10.0
조현우 崔永宇,189,75,30,74,74,212432.0,SUB, Korea Republic,11,18.0,16.0,28.0,18.0,12,19,15,23,18,52,50,31,72,53,47,56,29,33,14,19,17,12,63.0,19.0,29,18,16,75.0,71.0,62.0,71.0,80.0
권창훈 权昶勋,174,72,28,71,71,211927.0,SUB, Korea Republic,69,62.0,64.0,73.0,66.0,75,70,65,62,70,72,77,75,71,81,73,56,68,63,68,68,44,74,73.0,63.0,38,56,39,7.0,16.0,9.0,8.0,8.0
김태환 金泰万,177,72,32,74,74,199231.0,RB, Korea Republic,68,55.0,62.0,64.0,53.0,68,60,50,59,69,86,86,86,72,78,63,76,83,78,56,85,69,70,50.0,56.0,68,69,73,12.0,10.0,16.0,9.0,11.0
Yu Min Cho,182,79,25,71,77,244798.0,RES, Korea Republic,55,51.0,77.0,60.0,44.0,57,58,42,69,61,70,73,70,59,68,68,80,72,84,45,74,69,54,60.0,61.0,71,69,64,12.0,9.0,6.0,15.0,6.0
정우영 Woo Yeong Jeong,180,69,22,75,80,239138.0,SUB, Korea Republic,68,68.0,61.0,71.0,58.0,82,46,40,57,76,81,85,87,75,84,59,53,89,64,56,55,30,73,73.0,50.0,34,32,36,12.0,6.0,9.0,7.0,7.0
송민규 Min Kyu Song,179,72,22,70,78,248188.0,RES, Korea Republic,62,69.0,72.0,63.0,64.0,73,65,48,55,69,85,84,75,68,81,72,73,76,73,56,63,20,73,58.0,55.0,21,26,27,11.0,12.0,11.0,9.0,8.0
