long_name,height_cm,weight_kg,age,overall,potential,nation_position,nationality_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,year
Raúl García Escudero,184,81,27,79,79,SUB,Spain,78,70.0,84.0,84.0,54.0,78,75,67,83,81,69,74,64,82,63,85,73,79,81,75,82,69,83,77.0,76.0,53,70,62,13.0,15.0,13.0,15.0,14.0,2015
Fábio Alexandre da Silva Coentrão,179,70,26,79,82,LB,Portugal,80,64.0,68.0,74.0,63.0,80,81,59,68,78,83,78,74,82,77,68,79,86,68,65,81,79,69,68.0,53.0,72,75,81,6.0,12.0,15.0,14.0,13.0,2015
Gustavo Adrián Ramos Vásquez,186,81,28,79,79,SUB,Colombia,68,83.0,89.0,75.0,75.0,76,67,47,62,78,83,88,83,78,71,76,92,75,75,61,59,43,79,66.0,73.0,25,31,26,8.0,13.0,12.0,13.0,5.0,2015
Yann Sommer,183,79,25,79,84,GK,Switzerland,25,25.0,25.0,40.0,25.0,25,25,25,35,32,48,54,55,82,58,37,69,45,68,25,38,21,25,25.0,38.0,25,25,25,83.0,74.0,78.0,75.0,85.0,2015
Radja Nainggolan,176,65,26,79,81,SUB,Belgium,73,63.0,59.0,80.0,71.0,79,73,68,76,82,82,78,79,80,84,83,76,90,73,76,85,79,78,74.0,63.0,71,81,84,11.0,11.0,14.0,8.0,11.0,2015
Séamus Coleman,177,77,25,79,83,RB,Republic of Ireland,78,66.0,67.0,77.0,64.0,77,43,36,69,78,78,83,75,77,74,75,72,90,73,66,77,76,75,70.0,52.0,80,82,80,5.0,15.0,10.0,13.0,7.0,2015
Adam David Lallana,173,72,26,79,83,SUB,England,74,73.0,67.0,82.0,72.0,85,77,66,72,82,76,68,83,75,83,68,73,83,67,72,46,70,74,83.0,61.0,30,52,38,6.0,15.0,14.0,8.0,11.0,2015
José Martín Cáceres Silva,182,77,27,79,80,LB,Uruguay,64,40.0,75.0,61.0,42.0,60,68,46,61,66,81,83,83,76,79,71,93,78,75,60,79,83,49,56.0,55.0,83,83,85,2.0,3.0,4.0,2.0,4.0,2015
Balázs Dzsudzsák,179,72,27,79,81,LF,Hungary,88,75.0,41.0,73.0,72.0,77,84,85,71,76,83,80,83,78,70,87,63,81,66,83,43,24,70,73.0,80.0,28,22,25,9.0,6.0,13.0,6.0,9.0,2015
Valentin Stocker,179,72,25,79,83,SUB,Switzerland,80,80.0,72.0,73.0,71.0,80,79,74,69,83,82,83,84,77,72,75,73,77,73,69,70,66,83,80.0,66.0,55,68,42,6.0,7.0,6.0,9.0,6.0,2015
Leonardo Bonucci,190,82,27,79,83,CB,Italy,43,40.0,83.0,73.0,38.0,62,60,46,79,72,65,73,59,78,51,65,87,75,81,40,79,79,43,71.0,51.0,75,79,81,2.0,2.0,3.0,2.0,4.0,2015
César Azpilicueta Tanco,178,75,24,79,82,RB,Spain,78,46.0,67.0,79.0,54.0,70,66,58,74,75,79,79,75,83,73,68,74,84,72,60,76,81,64,68.0,66.0,79,84,81,13.0,9.0,10.0,6.0,5.0,2015
Ömer Toprak,186,83,24,79,82,LCB,Turkey,48,27.0,81.0,74.0,54.0,62,43,32,67,70,75,78,66,80,59,62,80,65,77,35,72,79,34,57.0,47.0,82,81,79,10.0,7.0,10.0,11.0,14.0,2015
Ron-Robert Zieler,188,83,25,79,84,SUB,Germany,25,25.0,25.0,24.0,25.0,25,25,25,21,27,46,50,43,79,41,35,69,32,55,25,31,20,25,25.0,24.0,25,25,25,81.0,76.0,65.0,82.0,81.0,2015
Alan Dzagoev,179,70,24,79,84,LCM,Russia,77,72.0,68.0,78.0,75.0,79,76,80,75,81,82,70,71,82,72,78,61,76,59,74,52,54,75,84.0,83.0,22,38,33,10.0,15.0,11.0,13.0,9.0,2015
James Patrick McCarthy,180,72,23,79,83,LCM,Republic of Ireland,68,65.0,63.0,82.0,61.0,78,64,64,83,76,75,72,66,74,71,67,66,91,77,73,79,78,74,75.0,51.0,79,81,81,12.0,11.0,8.0,10.0,13.0,2015
Nicolas N'Koulou,180,77,24,79,85,RCB,Cameroon,59,32.0,73.0,76.0,63.0,63,36,27,75,75,78,79,69,79,78,57,82,73,75,45,78,83,53,66.0,49.0,79,81,79,5.0,6.0,5.0,14.0,6.0,2015
Kamil Jacek Glik,190,80,26,79,81,LCB,Poland,29,21.0,79.0,59.0,22.0,34,24,31,57,55,49,55,33,77,45,57,69,55,88,20,83,81,29,33.0,28.0,82,83,78,10.0,14.0,5.0,8.0,10.0,2015
Daley Blind,180,72,24,79,83,LWB,Netherlands,62,41.0,66.0,82.0,48.0,72,64,54,75,79,68,64,73,83,72,67,66,92,73,51,73,79,67,74.0,55.0,68,79,76,11.0,8.0,9.0,13.0,9.0,2015
Alex Sandro Lobo Silva,180,78,23,79,84,SUB,Brazil,80,57.0,63.0,76.0,56.0,83,73,59,70,81,85,83,76,82,76,75,73,86,75,70,73,77,77,70.0,59.0,76,80,82,7.0,7.0,9.0,12.0,5.0,2015
Alexandre Lacazette,175,73,23,79,84,SUB,France,66,82.0,72.0,74.0,68.0,86,56,57,60,80,88,87,83,76,83,76,74,74,74,70,65,49,82,76.0,74.0,30,33,35,11.0,6.0,9.0,5.0,6.0,2015
Rémy Cabella,172,66,24,79,85,SUB,France,76,78.0,57.0,77.0,71.0,85,74,80,71,81,87,82,89,74,84,75,42,74,54,73,46,65,76,81.0,72.0,67,68,59,11.0,15.0,11.0,12.0,6.0,2015
Phil Jones,183,71,22,79,84,LCB,England,63,49.0,74.0,78.0,59.0,58,37,34,66,68,63,68,43,79,58,67,84,79,78,58,84,77,41,58.0,54.0,82,83,79,9.0,7.0,5.0,15.0,10.0,2015
Grzegorz Krychowiak,186,85,24,79,83,RCM,Poland,59,42.0,79.0,80.0,40.0,52,46,62,76,73,55,63,59,77,52,80,75,82,91,71,83,81,42,65.0,75.0,82,79,71,15.0,14.0,8.0,6.0,7.0,2015
Jasper Cillessen,188,82,25,79,82,GK,Netherlands,25,25.0,25.0,47.0,25.0,25,25,25,33,32,54,50,48,79,50,35,72,40,67,25,25,25,25,25.0,21.0,25,25,25,77.0,80.0,74.0,81.0,78.0,2015
Francisco Alcácer García,174,74,20,79,85,SUB,Spain,53,83.0,75.0,70.0,76.0,75,82,56,51,81,81,75,82,79,81,81,75,77,74,70,58,26,83,66.0,70.0,26,21,26,12.0,14.0,14.0,8.0,5.0,2015
Faustino Marcos Alberto Rojo,186,82,24,79,82,LB,Argentina,74,51.0,81.0,65.0,48.0,64,52,56,79,65,73,76,73,73,62,78,86,78,83,62,85,78,54,55.0,63.0,77,81,78,6.0,7.0,11.0,14.0,9.0,2015
Daniel Carvajal Ramos,173,73,22,79,83,SUB,Spain,82,30.0,51.0,80.0,34.0,76,75,47,71,79,79,85,86,77,82,62,80,87,79,36,83,82,58,57.0,45.0,78,78,81,13.0,13.0,15.0,9.0,15.0,2015
João Pedro da Silva Pereira,172,64,30,79,79,RB,Portugal,83,52.0,61.0,72.0,49.0,71,71,59,70,77,86,85,79,82,82,71,77,87,68,56,86,76,61,66.0,64.0,71,81,81,11.0,13.0,9.0,9.0,6.0,2015
Emre Belözoğlu,170,72,33,78,78,LCM,Turkey,76,72.0,42.0,82.0,68.0,76,80,75,83,80,72,67,72,76,89,79,57,63,65,77,90,71,74,81.0,84.0,67,67,68,6.0,10.0,6.0,13.0,7.0,2015
Ricardo Miguel Moreira da Costa,183,80,33,78,78,SUB,Portugal,40,24.0,87.0,52.0,34.0,47,24,27,46,54,52,55,58,71,65,69,90,74,85,31,89,77,55,44.0,39.0,75,74,85,13.0,14.0,6.0,7.0,12.0,2015
Kim Källström,185,83,31,78,78,CDM,Sweden,78,70.0,65.0,85.0,77.0,70,86,80,87,82,60,53,65,69,63,82,75,76,77,82,70,69,68,80.0,80.0,58,65,65,9.0,10.0,7.0,15.0,12.0,2015
Diego Forlán Corazo,180,78,35,78,78,RS,Uruguay,77,79.0,64.0,80.0,85.0,80,87,80,73,86,63,68,72,73,69,85,76,60,74,80,49,23,81,80.0,81.0,22,25,25,8.0,12.0,9.0,5.0,8.0,2015
Kolo Habib Touré,178,76,33,78,78,LCB,Côte d'Ivoire,40,55.0,77.0,71.0,35.0,52,59,72,64,61,67,79,31,70,49,81,77,66,85,70,84,74,45,56.0,56.0,77,81,81,6.0,11.0,7.0,13.0,14.0,2015
Burak Yılmaz,188,80,28,78,78,ST,Turkey,62,80.0,76.0,72.0,73.0,71,60,77,64,68,84,83,78,81,54,79,76,81,81,77,77,32,82,62.0,70.0,25,40,30,13.0,14.0,10.0,7.0,11.0,2015
Mehmet Topal,187,82,28,78,78,CDM,Turkey,60,53.0,74.0,74.0,53.0,62,59,63,72,71,68,71,74,81,62,86,74,80,83,76,78,82,53,72.0,61.0,79,83,80,14.0,9.0,14.0,8.0,10.0,2015
이동국 李东国,187,83,35,78,78,ST,Korea Republic,72,83.0,85.0,74.0,89.0,68,77,69,64,73,66,64,67,58,49,85,74,73,82,76,23,32,78,74.0,86.0,25,25,25,10.0,5.0,11.0,9.0,8.0,2015
James Philip Milner,176,70,28,78,78,SUB,England,85,67.0,68.0,83.0,78.0,76,80,75,81,74,71,65,71,83,73,86,64,90,68,83,70,71,73,75.0,78.0,66,67,69,8.0,5.0,11.0,9.0,5.0,2015
Olcan Adın,176,75,28,78,78,RM,Turkey,77,74.0,67.0,77.0,60.0,82,71,82,74,80,85,83,76,75,74,81,73,82,63,75,70,69,75,77.0,70.0,55,60,55,11.0,10.0,9.0,15.0,6.0,2015
Aleksandr Samedov,177,75,29,78,78,RM,Russia,82,70.0,58.0,80.0,60.0,75,85,75,71,80,83,80,78,77,71,72,64,78,68,73,69,41,77,80.0,65.0,51,51,46,7.0,7.0,7.0,10.0,11.0,2015
Vasiliy Berezutskiy,189,87,32,78,78,RCB,Russia,58,22.0,83.0,68.0,38.0,44,40,42,60,48,65,38,53,66,45,70,70,73,85,40,83,78,36,46.0,44.0,82,81,77,6.0,14.0,10.0,15.0,6.0,2015
Yuriy Zhirkov,180,75,30,78,78,SUB,Russia,82,62.0,56.0,78.0,66.0,77,82,78,71,77,76,78,77,70,71,72,57,81,67,75,83,73,76,80.0,71.0,66,72,78,5.0,5.0,13.0,6.0,9.0,2015
Aiden John McGeady,180,73,28,78,78,RM,Republic of Ireland,75,70.0,59.0,73.0,69.0,88,67,74,70,82,88,84,90,75,75,73,57,74,56,68,77,51,66,66.0,78.0,33,40,28,9.0,8.0,11.0,12.0,5.0,2015
Michael Bradley,188,79,26,78,82,LCM,United States,64,59.0,72.0,79.0,70.0,75,68,70,77,80,69,69,67,80,66,78,68,93,78,71,80,75,72,79.0,70.0,71,70,69,6.0,13.0,15.0,15.0,15.0,2015
Salomon Armand Magloire Kalou,185,79,28,78,78,RW,Côte d'Ivoire,72,79.0,76.0,75.0,80.0,86,67,56,62,84,82,83,76,70,72,79,73,77,70,68,42,39,78,74.0,85.0,24,21,25,7.0,8.0,13.0,6.0,5.0,2015
Ben Foster,193,90,31,78,78,SUB,England,25,25.0,25.0,35.0,25.0,25,25,25,31,24,50,48,45,71,50,26,75,32,57,25,25,22,25,25.0,40.0,25,25,25,79.0,77.0,73.0,77.0,82.0,2015
Bradley Guzan,193,95,29,78,78,GK,United States,25,25.0,25.0,25.0,25.0,25,25,25,35,27,50,47,47,78,47,23,74,30,76,25,42,21,25,25.0,42.0,25,25,25,80.0,79.0,67.0,76.0,81.0,2015
Cheik Ismaël Tioté,180,86,28,78,78,CDM,Côte d'Ivoire,63,46.0,63.0,77.0,67.0,72,43,41,66,74,75,73,76,78,71,73,78,91,86,62,91,82,52,64.0,51.0,78,82,79,5.0,5.0,11.0,8.0,8.0,2015
Davide Astori,188,80,27,78,81,LCB,Italy,38,34.0,75.0,58.0,31.0,42,32,21,62,57,67,69,58,75,54,64,84,69,82,35,83,83,33,38.0,31.0,83,81,79,3.0,3.0,3.0,3.0,3.0,2015
Gonzalo Castro Irizábal,176,70,29,78,78,SUB,Uruguay,76,73.0,54.0,72.0,63.0,81,71,72,64,82,84,78,79,81,83,74,68,66,56,75,52,39,79,70.0,63.0,22,41,36,8.0,15.0,14.0,9.0,13.0,2015
Ola Toivonen,191,75,27,78,78,SUB,Sweden,66,76.0,88.0,75.0,74.0,74,75,76,68,81,62,69,69,75,56,82,54,78,79,78,62,41,82,74.0,70.0,35,36,38,8.0,7.0,13.0,11.0,5.0,2015
Adelino André Vieira de Freitas,172,73,28,78,78,SUB,Portugal,76,72.0,63.0,75.0,64.0,86,73,66,64,83,85,77,86,80,88,80,69,72,59,75,74,36,77,74.0,65.0,32,35,39,14.0,9.0,11.0,10.0,12.0,2015
Jeremain Marciano Lens,178,73,26,78,80,SUB,Netherlands,75,75.0,62.0,74.0,86.0,82,70,64,50,79,84,88,78,82,82,79,75,74,76,74,52,22,68,72.0,66.0,21,38,31,15.0,15.0,13.0,14.0,5.0,2015
Georginio Wijnaldum,175,74,23,78,83,RCM,Netherlands,65,75.0,71.0,75.0,72.0,85,75,70,59,83,80,85,83,79,80,76,82,86,68,67,60,72,77,75.0,73.0,63,59,53,15.0,5.0,13.0,11.0,5.0,2015
Konstantinos Mitroglou,189,94,26,78,81,ST,Greece,52,83.0,81.0,65.0,74.0,80,72,70,58,81,60,66,58,75,34,80,79,67,87,77,62,20,80,67.0,60.0,22,25,25,11.0,6.0,9.0,7.0,15.0,2015
Jordan Henderson,182,67,24,78,83,RCM,England,66,64.0,65.0,83.0,72.0,74,67,71,80,77,76,75,74,77,71,75,80,91,71,68,71,74,74,75.0,58.0,64,75,68,6.0,12.0,6.0,8.0,12.0,2015
Toby Alderweireld,187,80,25,78,82,RB,Belgium,58,44.0,77.0,76.0,37.0,59,54,64,77,67,61,66,57,77,49,85,78,74,81,67,78,78,55,43.0,59.0,79,80,77,15.0,5.0,13.0,15.0,13.0,2015
Kyriakos Papadopoulos,183,85,22,78,84,SUB,Greece,54,22.0,82.0,56.0,44.0,43,41,53,51,55,65,68,58,72,62,82,91,64,90,58,91,72,34,53.0,45.0,75,79,80,10.0,9.0,11.0,8.0,9.0,2015
Adrien Sebastian Perruchet Silva,175,72,25,78,83,SUB,Portugal,76,64.0,62.0,83.0,73.0,77,74,75,80,81,63,60,71,77,72,84,56,75,67,83,73,74,70,83.0,84.0,66,72,67,14.0,5.0,7.0,9.0,6.0,2015
Mikel San José Domínguez,186,77,25,78,83,SUB,Spain,46,56.0,89.0,80.0,51.0,55,30,43,78,67,51,67,56,75,56,60,73,67,81,29,70,81,25,50.0,70.0,74,79,82,9.0,5.0,9.0,7.0,15.0,2015
Andrea Poli,182,77,24,78,83,SUB,Italy,73,59.0,59.0,82.0,68.0,77,78,69,76,81,76,76,76,77,74,69,68,80,72,74,77,75,75,81.0,67.0,62,72,74,4.0,4.0,4.0,4.0,4.0,2015
Daniel Nii Tackie Mensah Welbeck,185,73,23,78,83,RS,England,68,76.0,81.0,82.0,75.0,80,60,61,63,78,86,84,85,77,75,76,84,86,75,74,59,21,81,68.0,77.0,22,37,32,8.0,9.0,5.0,11.0,15.0,2015
Gökhan Töre,176,70,22,78,83,SUB,Turkey,77,68.0,62.0,73.0,65.0,83,77,70,72,81,84,85,83,70,69,69,74,76,82,71,70,52,75,77.0,72.0,24,27,21,11.0,10.0,7.0,12.0,11.0,2015
Aleksandr Kokorin,183,77,23,78,82,RS,Russia,72,78.0,72.0,74.0,73.0,76,63,74,69,75,85,85,74,82,59,79,74,63,61,76,68,34,83,72.0,66.0,43,42,44,6.0,15.0,13.0,7.0,7.0,2015
Stefan de Vrij,188,78,22,78,82,RCB,Netherlands,54,35.0,74.0,71.0,32.0,64,45,21,73,73,65,67,68,77,56,65,78,72,77,60,74,81,37,61.0,46.0,80,79,77,8.0,10.0,7.0,14.0,13.0,2015
Alex Oxlade-Chamberlain,175,70,20,78,86,SUB,England,72,69.0,33.0,76.0,58.0,85,66,52,69,82,89,89,84,74,88,74,65,75,73,76,65,40,73,70.0,68.0,36,47,43,15.0,8.0,5.0,8.0,8.0,2015
Ross Barkley,189,76,20,78,86,SUB,England,62,69.0,64.0,83.0,60.0,84,53,55,76,83,82,79,70,76,56,77,63,74,76,75,72,44,70,80.0,57.0,55,59,51,8.0,13.0,11.0,5.0,9.0,2015
Memphis Depay,176,78,20,78,88,SUB,Netherlands,65,64.0,54.0,73.0,74.0,86,78,80,68,82,92,90,82,81,86,86,79,82,74,72,66,21,78,75.0,68.0,24,31,20,8.0,14.0,6.0,12.0,10.0,2015
William Silva de Carvalho,187,87,22,78,85,CDM,Portugal,61,52.0,77.0,78.0,62.0,75,69,45,75,75,53,64,49,76,46,71,70,81,88,63,82,83,66,68.0,62.0,77,83,75,6.0,6.0,5.0,14.0,14.0,2015
Marcos Aoás Corrêa,183,75,20,78,86,SUB,Brazil,50,33.0,76.0,69.0,31.0,55,40,32,70,72,78,79,70,77,65,53,83,75,70,31,80,80,27,42.0,31.0,80,80,84,6.0,6.0,12.0,10.0,13.0,2015
Marco Aurelio Etxeberría,183,77,27,78,83,LM,Paraguay,78,62.0,62.0,76.0,75.0,82,76,71,70,78,86,90,82,77,74,70,62,76,65,72,79,66,74,73.0,71.0,60,70,70,12.0,12.0,15.0,13.0,6.0,2015
Juan Fernando Quintero Paniagua,169,64,21,78,86,SUB,Colombia,56,64.0,41.0,80.0,64.0,85,81,83,76,82,78,73,86,73,90,81,53,55,39,77,42,34,67,81.0,70.0,25,29,21,13.0,15.0,9.0,6.0,11.0,2015
Yuriy Lodygin,187,82,24,78,83,SUB,Russia,25,20.0,25.0,23.0,25.0,25,25,25,25,26,49,40,34,73,51,25,53,37,69,25,24,22,25,25.0,31.0,25,25,25,80.0,76.0,75.0,79.0,77.0,2015
Stephan Lichtsteiner,180,77,30,77,77,RB,Switzerland,85,58.0,71.0,76.0,62.0,72,68,54,70,76,83,85,75,80,73,73,78,93,75,68,85,81,69,65.0,59.0,75,81,83,4.0,3.0,2.0,3.0,2.0,2015
Maximiliano Rubén Rodríguez,180,79,33,77,77,SUB,Argentina,78,74.0,60.0,77.0,77.0,81,73,70,74,80,76,79,74,72,70,81,66,65,73,80,73,46,74,76.0,68.0,37,48,39,14.0,10.0,14.0,8.0,8.0,2015
Sergey Ignashevich,186,82,34,77,77,LCB,Russia,48,49.0,81.0,68.0,31.0,45,50,76,77,48,45,47,67,69,57,88,88,75,80,64,75,79,53,49.0,72.0,81,80,77,9.0,5.0,11.0,15.0,6.0,2015
Jermaine Jones,184,78,32,77,77,RCM,United States,65,62.0,70.0,74.0,66.0,71,66,55,79,73,78,76,68,74,66,81,73,83,83,69,93,78,66,68.0,67.0,75,80,77,11.0,7.0,5.0,10.0,5.0,2015
Hugo Armando Campagnaro,181,85,34,77,77,SUB,Argentina,63,37.0,65.0,58.0,33.0,57,36,39,58,60,69,69,62,70,66,70,82,61,85,35,83,82,41,59.0,42.0,81,83,80,9.0,12.0,14.0,11.0,14.0,2015
Selçuk İnan,182,74,29,77,77,RCM,Turkey,73,71.0,52.0,83.0,67.0,75,82,85,82,82,72,74,74,74,75,85,60,75,76,82,68,68,67,80.0,85.0,61,59,61,8.0,6.0,7.0,10.0,15.0,2015
Łukasz Józef Podolski,182,83,29,77,77,SUB,Germany,78,87.0,65.0,78.0,90.0,78,80,75,65,79,76,72,70,80,72,92,65,61,75,85,65,35,80,78.0,83.0,32,38,38,9.0,8.0,15.0,8.0,8.0,2015
Andreas Granqvist,192,84,29,77,77,LCB,Sweden,48,50.0,80.0,68.0,36.0,48,35,39,66,62,46,49,55,75,36,78,64,67,83,68,80,74,53,48.0,80.0,80,80,76,6.0,8.0,11.0,9.0,14.0,2015
Lucas Rodrigo Biglia,178,74,28,77,77,RCM,Argentina,62,57.0,55.0,85.0,65.0,73,73,65,79,83,61,62,76,78,77,71,61,78,72,72,75,78,55,77.0,64.0,63,80,74,14.0,12.0,7.0,12.0,7.0,2015
Fabio Quagliarella,180,79,31,77,77,SUB,Italy,65,80.0,63.0,67.0,84.0,75,78,68,63,80,75,68,75,70,75,85,70,66,78,88,43,25,80,67.0,79.0,25,24,25,5.0,6.0,4.0,3.0,3.0,2015
Nicolas Lombaerts,188,83,29,77,77,SUB,Belgium,67,37.0,82.0,75.0,47.0,54,58,64,70,63,34,48,56,73,54,66,77,70,86,58,70,76,38,47.0,47.0,79,78,74,15.0,9.0,5.0,14.0,12.0,2015
Itumeleng Khune,181,81,27,77,80,GK,South Africa,25,25.0,25.0,30.0,25.0,25,25,25,28,23,55,65,67,75,68,39,81,40,70,25,37,23,25,25.0,38.0,25,25,25,78.0,75.0,85.0,77.0,79.0,2015
Mevlüt Erdinç,181,85,27,77,77,SUB,Turkey,68,79.0,77.0,74.0,71.0,75,69,74,63,75,77,75,71,74,74,76,81,76,77,66,65,41,79,74.0,77.0,32,45,39,11.0,13.0,13.0,5.0,6.0,2015
David Ospina Ramírez,183,79,25,77,82,GK,Colombia,25,25.0,25.0,35.0,25.0,25,25,25,31,31,34,34,44,60,50,34,75,29,38,25,25,24,25,25.0,25.0,25,25,25,82.0,70.0,77.0,75.0,84.0,2015
Pontus Wernbloom,187,85,28,77,77,SUB,Sweden,57,58.0,86.0,76.0,45.0,64,52,31,71,74,50,54,53,76,55,78,49,93,83,72,88,77,75,68.0,65.0,74,76,77,13.0,8.0,12.0,12.0,8.0,2015
Augusto Matías Fernández,177,71,28,77,77,SUB,Argentina,69,69.0,59.0,78.0,57.0,75,64,60,79,83,69,74,75,83,64,61,59,66,62,77,37,70,84,81.0,61.0,35,59,55,8.0,12.0,5.0,15.0,8.0,2015
Cristian Eduardo Zapata Valencia,187,82,27,77,78,RCB,Colombia,59,30.0,78.0,55.0,27.0,45,37,29,64,51,67,76,58,59,58,59,84,68,86,28,81,79,39,47.0,43.0,80,84,80,2.0,4.0,2.0,4.0,2.0,2015
Didier Ya Konan,174,74,30,77,77,SUB,Côte d'Ivoire,71,78.0,61.0,75.0,80.0,81,72,56,54,80,85,84,85,78,66,77,83,76,74,78,56,29,77,71.0,73.0,23,24,25,10.0,9.0,7.0,13.0,10.0,2015
Andrea Ranocchia,195,81,26,77,81,RCB,Italy,22,31.0,75.0,64.0,28.0,58,29,38,57,69,54,60,55,72,33,58,75,65,82,30,77,80,33,64.0,38.0,80,80,77,11.0,14.0,10.0,11.0,14.0,2015
Victorio Maximiliano Pereira Páez,173,70,30,77,77,RB,Uruguay,76,62.0,63.0,75.0,60.0,76,69,63,73,75,75,72,76,74,82,82,76,84,68,68,90,76,77,68.0,70.0,76,79,78,15.0,7.0,5.0,9.0,8.0,2015
Marco Parolo,186,82,29,77,77,SUB,Italy,73,66.0,58.0,79.0,70.0,72,66,54,77,77,72,76,69,77,67,81,77,81,77,80,82,71,81,74.0,44.0,62,79,82,12.0,8.0,5.0,6.0,8.0,2015
Angelo Obinze Ogbonna,191,86,26,77,81,SUB,Italy,55,34.0,79.0,55.0,34.0,48,50,40,61,58,69,77,58,60,54,71,87,69,87,50,65,83,37,47.0,43.0,83,83,77,4.0,2.0,4.0,3.0,3.0,2015
Marko Arnautović,192,83,25,77,79,LM,Austria,82,68.0,70.0,75.0,78.0,82,78,74,62,82,79,79,77,72,57,85,68,68,78,75,72,45,76,78.0,68.0,35,42,29,13.0,14.0,9.0,9.0,14.0,2015
Joseph Michael Allen,168,62,24,77,82,RDM,Wales,67,57.0,43.0,86.0,37.0,76,57,49,76,78,74,66,83,81,91,62,78,79,48,59,62,76,66,77.0,51.0,59,73,65,9.0,12.0,11.0,5.0,7.0,2015
Carlos Augusto Zambrano Ochandarte,185,78,24,77,80,RCB,Peru,51,40.0,75.0,72.0,36.0,65,35,32,70,69,71,75,65,75,60,68,81,75,79,60,87,74,45,44.0,43.0,76,79,77,13.0,11.0,12.0,11.0,13.0,2015
Kevin Großkreutz,186,72,25,77,79,SUB,Germany,80,74.0,48.0,76.0,59.0,69,78,56,70,74,76,83,65,79,58,73,47,93,68,75,87,81,75,73.0,38.0,72,78,78,8.0,13.0,11.0,6.0,9.0,2015
Olcay Şahan,177,70,27,77,78,SUB,Turkey,74,75.0,68.0,74.0,66.0,78,66,63,72,76,81,79,80,78,75,76,74,90,52,72,82,64,81,73.0,62.0,66,65,61,10.0,8.0,8.0,11.0,7.0,2015
Jeroen Zoet,189,85,23,77,83,SUB,Netherlands,25,25.0,25.0,36.0,25.0,25,25,25,37,34,57,45,54,73,42,24,57,44,63,25,25,20,25,25.0,26.0,25,25,25,77.0,76.0,72.0,76.0,80.0,2015
Emanuele Giaccherini,167,60,29,77,77,LCM,Italy,76,60.0,58.0,80.0,72.0,83,78,60,73,79,76,75,90,74,94,72,55,75,49,76,76,64,73,75.0,64.0,52,63,65,13.0,10.0,13.0,13.0,6.0,2015
Mattia Destro,178,72,23,77,83,SUB,Italy,65,82.0,74.0,65.0,77.0,71,67,51,39,77,78,78,75,79,70,77,82,68,68,60,65,25,85,59.0,75.0,25,25,25,5.0,13.0,14.0,8.0,10.0,2015
Kevin Kampl,180,64,23,77,82,LW,Slovenia,61,57.0,31.0,75.0,54.0,86,73,64,70,85,86,83,92,73,84,64,70,75,53,61,59,51,77,81.0,60.0,33,42,40,12.0,10.0,6.0,5.0,15.0,2015
Oğuzhan Özyakup,180,75,21,77,81,SUB,Turkey,68,75.0,54.0,79.0,62.0,77,70,75,78,78,77,77,79,78,77,77,52,72,69,79,72,47,73,77.0,70.0,50,50,37,6.0,9.0,8.0,14.0,12.0,2015
Joël Andre Job Matip,195,90,22,77,81,SUB,Cameroon,56,44.0,85.0,77.0,50.0,60,44,40,75,70,67,79,65,78,47,65,66,75,79,51,69,80,50,68.0,41.0,79,80,75,10.0,14.0,9.0,6.0,9.0,2015
Serge Alain Stéphane Aurier,176,76,21,77,84,RB,Côte d'Ivoire,76,64.0,73.0,76.0,49.0,73,66,29,68,76,84,83,77,78,78,72,90,88,80,57,80,76,72,68.0,50.0,76,77,75,6.0,9.0,14.0,15.0,8.0,2015
Josip Drmić,181,71,21,77,82,SUB,Switzerland,71,81.0,65.0,74.0,75.0,79,75,50,62,78,78,82,79,77,76,76,74,69,67,71,69,34,79,56.0,73.0,26,36,39,6.0,8.0,12.0,7.0,12.0,2015
Danilo Luiz da Silva,184,76,22,77,84,RB,Brazil,79,67.0,70.0,78.0,63.0,78,74,75,76,79,78,82,77,79,62,85,77,78,76,82,74,79,78,72.0,72.0,74,77,78,14.0,5.0,15.0,14.0,5.0,2015
Jan Oblak,188,77,21,77,82,SUB,Slovenia,25,25.0,25.0,28.0,25.0,25,25,25,25,26,43,60,67,74,49,25,76,41,78,25,43,25,25,25.0,25.0,25,25,25,74.0,83.0,67.0,79.0,77.0,2015
Nacer Chadli,187,80,24,77,80,SUB,Belgium,76,72.0,64.0,77.0,72.0,82,76,77,67,80,76,78,64,77,66,80,71,82,83,70,58,42,76,77.0,75.0,36,47,43,11.0,10.0,11.0,9.0,12.0,2015
Vladimír Darida,172,66,23,77,81,RDM,Czech Republic,68,70.0,40.0,80.0,68.0,78,77,67,77,79,76,68,81,78,87,69,77,91,47,74,63,72,74,77.0,64.0,69,70,67,15.0,13.0,15.0,13.0,13.0,2015
